name,wins,losses,draws,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,total_fights,age,win_percentage
Veronica Hardy,7,4,1.0,"5'4""",125lbs.,"64""",Southpaw,"Oct30,1995",3.35,46%,4.38,45%,1.34,40%,55%,0.5,06-15-2023,03-18-2023,12.0,29.0,0.5833333333333334
Rose Namajunas,12,5,0.0,"5'5""",115lbs.,"65""",Orthodox,"Jun29,1992",3.66,40%,3.5,60%,1.61,57%,60%,0.6,06-15-2023,05-07-2022,17.0,32.0,0.7058823529411765
Shungo Oyama,14,19,0.0,"5'11""",185lbs.,--,Southpaw,"Apr11,1974",0.64,25%,1.96,57%,1.07,57%,62%,0.5,06-15-2023,04-05-2009,33.0,50.0,0.42424242424242425
Jorge Masvidal,35,17,0.0,"5'11""",170lbs.,"74""",Orthodox,"Nov12,1984",4.05,47%,3.05,64%,1.38,59%,72%,0.3,06-15-2023,04-08-2023,52.0,40.0,0.6730769230769231
Zak Ottow,17,7,0.0,"5'11""",170lbs.,"72""",Orthodox,"Dec22,1986",2.63,36%,2.73,58%,0.97,29%,57%,0.4,06-15-2023,03-09-2019,24.0,37.0,0.7083333333333334
Logan Nail,1,1,0.0,--,185lbs.,--,,"Jun20,1989",1.93,51%,2.27,39%,0.0,0%,37%,0.0,06-15-2023,,2.0,35.0,0.5
Elias Urbina,3,1,0.0,"6'3""",185lbs.,"77""",Southpaw,"Oct09,1993",3.85,37%,6.17,50%,0.0,0%,0%,0.0,06-15-2023,08-29-2017,4.0,31.0,0.75
Dan Cramer,11,4,0.0,"6'2""",170lbs.,--,Orthodox,"Oct31,1985",0.97,30%,2.1,31%,0.0,0%,66%,0.5,06-15-2023,08-08-2009,15.0,39.0,0.7333333333333333
Norifumi Yamamoto,18,6,0.0,"5'4""",135lbs.,"66""",Southpaw,"Mar15,1977",2.09,45%,2.01,57%,0.41,22%,45%,0.0,06-15-2023,02-28-2015,24.0,47.0,0.75
Deron Winn,7,3,0.0,"5'6""",185lbs.,"70""",Orthodox,"Jun13,1989",4.55,44%,6.21,46%,4.28,52%,40%,0.0,06-15-2023,06-18-2022,10.0,35.0,0.7
Alan Hiro,14,5,4.0,"5'5""",135lbs.,--,Orthodox,"Apr04,1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,23.0,38.0,0.6086956521739131
Ben Saunders,22,13,2.0,"6'2""",170lbs.,"77""",Orthodox,"Apr13,1983",3.23,50%,3.58,51%,0.2,40%,66%,1.3,06-15-2023,12-14-2019,37.0,41.0,0.5945945945945946
Cory Devela,16,7,0.0,"5'0""",185lbs.,--,Orthodox,--,4.07,41%,4.0,47%,1.07,12%,62%,0.0,06-15-2023,07-23-2010,23.0,,0.6956521739130435
Junya Kudo,10,7,2.0,--,135lbs.,--,Orthodox,--,1.85,71%,4.44,33%,0.0,0%,0%,0.0,06-15-2023,07-21-2008,19.0,,0.5263157894736842
Mateus Mendonca,10,1,0.0,"5'6""",135lbs.,"71""",Orthodox,"Jan17,1999",2.41,38%,6.27,29%,1.9,18%,40%,0.0,06-15-2023,01-14-2023,11.0,25.0,0.9090909090909091
Alexandru Lungu,14,4,0.0,"6'0""",385lbs.,--,Orthodox,"Sep03,1974",3.61,66%,7.22,40%,0.0,0%,0%,0.0,06-15-2023,10-23-2005,18.0,50.0,0.7777777777777778
David Gomez,1,2,0.0,--,155lbs.,--,,"Aug08,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-30-2010,3.0,41.0,0.3333333333333333
Elves Brener,14,3,0.0,"5'10""",155lbs.,"72""",Orthodox,"Sep27,1997",4.6,43%,4.67,58%,0.0,0%,100%,0.0,06-15-2023,02-11-2023,17.0,27.0,0.8235294117647058
Chael Sonnen,29,15,1.0,"6'1""",205lbs.,"73""",Southpaw,"Apr03,1977",3.08,43%,1.1,62%,3.81,59%,66%,0.4,06-15-2023,11-16-2013,45.0,47.0,0.6444444444444445
Takeya Mizugaki,21,11,2.0,"5'7""",135lbs.,"69""",Orthodox,"Dec16,1983",3.37,37%,3.27,57%,1.46,57%,70%,0.1,06-15-2023,12-17-2016,34.0,40.0,0.6176470588235294
Josh Clopton,6,2,1.0,"5'6""",145lbs.,--,Orthodox,"Jul11,1981",1.6,64%,2.87,50%,2.0,66%,75%,0.0,06-15-2023,08-03-2013,9.0,43.0,0.6666666666666666
Brad Imes,13,7,0.0,"6'7""",265lbs.,--,Orthodox,"Mar13,1977",2.73,31%,4.24,49%,1.72,71%,0%,1.0,06-15-2023,04-07-2007,20.0,47.0,0.65
Will Santiago,9,5,0.0,"5'7""",185lbs.,--,Orthodox,"Feb08,1983",1.47,39%,5.53,56%,1.0,50%,100%,0.0,06-15-2023,06-12-2018,14.0,41.0,0.6428571428571429
Fabricio Werdum,24,9,1.0,"6'4""",231lbs.,"77""",Orthodox,"Jul30,1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2,06-15-2023,07-25-2020,34.0,47.0,0.7058823529411765
Brendan O'Reilly,6,3,0.0,"5'7""",170lbs.,"69""",Orthodox,"Jun24,1987",1.9,47%,2.77,39%,2.22,43%,36%,0.6,06-15-2023,12-03-2016,9.0,37.0,0.6666666666666666
Yazan Hajeh,6,1,0.0,"5'9""",145lbs.,--,Orthodox,"Sep04,1992",1.54,25%,17.44,44%,0.0,0%,100%,0.0,06-15-2023,06-19-2018,7.0,32.0,0.8571428571428571
Hans Nijman,9,7,0.0,"6'0""",250lbs.,--,Switch,"Oct23,1959",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-30-2000,16.0,65.0,0.5625
David Levicki,1,3,0.0,"6'5""",275lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-11-1994,4.0,,0.25
Cheyanne Vlismas,7,3,0.0,"5'3""",115lbs.,"63""",Switch,"Jun25,1995",4.93,50%,2.57,64%,0.25,33%,66%,0.2,06-15-2023,12-17-2022,10.0,29.0,0.7
Gennaro Strangis,0,1,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-13-2008,1.0,,0.0
Jason Brilz,22,6,1.0,"5'11""",205lbs.,"71""",Orthodox,"Jul07,1975",2.66,40%,1.78,65%,2.37,25%,25%,1.3,06-15-2023,11-19-2011,29.0,49.0,0.7586206896551724
Jackie Lee,0,1,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,02-07-1997,1.0,,0.0
Nordine Taleb,15,7,0.0,"6'1""",170lbs.,"74""",Orthodox,"Jun10,1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0,06-15-2023,09-07-2019,22.0,43.0,0.6818181818181818
Ron Henderson,4,3,0.0,"5'10""",125lbs.,--,,--,2.53,25%,3.6,48%,1.0,20%,0%,0.0,06-15-2023,,7.0,,0.5714285714285714
Neil Seery,16,13,0.0,"5'4""",125lbs.,"64""",Orthodox,"Aug30,1979",3.56,41%,3.79,58%,0.78,27%,53%,1.6,06-15-2023,07-16-2017,29.0,45.0,0.5517241379310345
Sarah Alpar,9,6,0.0,"5'4""",135lbs.,"63""",Southpaw,"Jun01,1991",2.36,44%,6.06,38%,1.61,26%,20%,0.4,06-15-2023,09-18-2021,15.0,33.0,0.6
Louis Taylor,13,4,0.0,"5'11""",185lbs.,--,Orthodox,"May12,1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0,06-15-2023,08-13-2010,17.0,45.0,0.7647058823529411
Justin McElfresh,6,4,0.0,"6'6""",205lbs.,--,Orthodox,"Jan04,1980",4.59,26%,12.79,41%,0.0,0%,0%,0.0,06-15-2023,08-05-2007,10.0,44.0,0.6
Chance Farrar,8,3,0.0,"5'9""",145lbs.,--,Southpaw,"Sep11,1975",0.81,22%,2.21,67%,3.02,100%,0%,0.0,06-15-2023,02-13-2008,11.0,49.0,0.7272727272727273
Greg Rebello,24,8,0.0,"6'0""",240lbs.,"73""",Southpaw,"Jun13,1982",2.61,39%,2.92,58%,0.0,0%,0%,0.0,06-15-2023,06-26-2018,32.0,42.0,0.75
Ashiek Ajim,6,2,0.0,"5'8""",135lbs.,"71""",Switch,"Jun19,1994",5.0,40%,11.25,25%,0.0,0%,0%,0.0,06-15-2023,09-27-2022,8.0,30.0,0.75
Eddie Mendez,8,3,0.0,"5'10""",185lbs.,--,,"Jan16,1984",1.71,33%,3.43,11%,0.0,0%,0%,0.0,06-15-2023,06-08-2013,11.0,40.0,0.7272727272727273
Tadao Yasuda,2,4,0.0,"6'4""",310lbs.,--,Orthodox,"Oct09,1963",2.7,73%,0.85,60%,0.75,14%,0%,0.0,06-15-2023,03-25-2001,6.0,61.0,0.3333333333333333
Tyson Pedro,9,4,0.0,"6'3""",205lbs.,"79""",Orthodox,"Sep17,1991",2.96,61%,2.49,54%,0.97,36%,52%,1.0,06-15-2023,02-11-2023,13.0,33.0,0.6923076923076923
Brendson Ribeiro,14,5,0.0,--,205lbs.,--,,"Aug09,1996",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,19.0,28.0,0.7368421052631579
Mounir Lazzez,11,3,0.0,"6'1""",170lbs.,"76""",Orthodox,"Nov16,1987",7.49,55%,5.42,53%,1.8,57%,71%,0.0,06-15-2023,01-21-2023,14.0,37.0,0.7857142857142857
Icho Larenas,6,5,0.0,"6'3""",235lbs.,--,Orthodox,"Mar12,1980",0.17,15%,2.5,28%,0.0,0%,14%,0.0,06-15-2023,03-04-2006,11.0,44.0,0.5454545454545454
David Michaud,11,3,0.0,"5'9""",155lbs.,--,Orthodox,"Nov10,1988",3.25,43%,4.45,54%,2.53,58%,77%,0.7,06-15-2023,04-25-2015,14.0,36.0,0.7857142857142857
Cesar Arzamendia,8,3,0.0,"5'11""",155lbs.,--,Orthodox,"Jan31,1991",5.37,45%,5.2,56%,7.32,75%,0%,2.4,06-15-2023,07-30-2016,11.0,33.0,0.7272727272727273
John Lewis,3,4,3.0,"6'0""",155lbs.,--,Southpaw,--,0.0,0%,4.0,66%,0.0,0%,0%,0.0,06-15-2023,11-17-2000,10.0,,0.3
Juancamilo Ronderos,4,2,0.0,"5'3""",125lbs.,"64""",Southpaw,"Feb17,1995",2.18,30%,2.18,63%,2.72,33%,0%,0.0,06-15-2023,,6.0,29.0,0.6666666666666666
Maximo Blanco,12,8,0.0,"5'8""",145lbs.,"71""",Orthodox,"Oct16,1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3,06-15-2023,09-17-2016,20.0,41.0,0.6
Anvar Boynazarov,3,1,0.0,"5'9""",145lbs.,--,Orthodox,"Jan10,1989",0.0,0%,7.83,29%,0.0,0%,0%,0.0,06-15-2023,08-09-2022,4.0,35.0,0.75
Andy Uhrich,11,6,0.0,"6'0""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,04-17-2010,17.0,,0.6470588235294118
Stephen Thompson,17,6,1.0,"6'0""",170lbs.,"75""",Orthodox,"Feb11,1983",4.2,45%,3.04,55%,0.27,41%,64%,0.0,06-15-2023,,24.0,41.0,0.7083333333333334
Dennis Reed,45,62,1.0,--,205lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-29-2000,108.0,,0.4166666666666667
Justin Wilcox,14,7,0.0,"5'6""",155lbs.,--,Orthodox,"Mar12,1979",3.82,28%,2.63,71%,1.43,16%,100%,0.0,06-15-2023,07-14-2012,21.0,45.0,0.6666666666666666
Randa Markos,11,12,1.0,"5'4""",115lbs.,"63""",Orthodox,"Aug10,1985",2.97,43%,3.1,58%,1.12,28%,52%,0.2,06-15-2023,10-23-2021,24.0,39.0,0.4583333333333333
Joe Hernandez,0,1,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,1.0,,0.0
Jinnosuke Kashimura,4,2,0.0,"5'7""",155lbs.,"71""",Southpaw,"Aug12,2001",0.21,50%,7.37,25%,3.16,100%,0%,6.3,06-15-2023,06-09-2022,6.0,23.0,0.6666666666666666
Ricky Camp,11,4,0.0,"5'7""",135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,15.0,,0.7333333333333333
Rolando Perez,7,5,2.0,"5'8""",135lbs.,--,Orthodox,--,4.23,36%,4.83,63%,0.0,0%,100%,0.0,06-15-2023,04-09-2011,14.0,,0.5
Matthew Semelsberger,11,5,0.0,"6'1""",170lbs.,"75""",Switch,"Nov23,1992",4.05,43%,4.21,56%,1.16,70%,52%,0.2,06-15-2023,,16.0,32.0,0.6875
Christian Lohsen,4,2,0.0,"6'2""",155lbs.,"77""",Southpaw,"Jan24,1995",5.27,49%,6.93,44%,0.0,0%,0%,2.0,06-15-2023,07-23-2019,6.0,29.0,0.6666666666666666
Jason Saggo,12,4,0.0,"5'11""",155lbs.,"71""",Orthodox,"Nov23,1985",2.5,39%,2.94,52%,2.33,40%,23%,0.0,06-15-2023,09-16-2017,16.0,39.0,0.75
Maurice Eazel,7,15,0.0,"5'7""",135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-06-2009,22.0,,0.3181818181818182
Kyle Noblitt,11,2,0.0,"6'2""",243lbs.,--,,"Dec26,1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,13.0,34.0,0.8461538461538461
Alexis Dufresne,6,3,0.0,"5'9""",135lbs.,--,Orthodox,"Aug31,1990",1.33,27%,3.33,60%,1.5,50%,50%,0.0,06-15-2023,01-03-2015,9.0,34.0,0.6666666666666666
Jamie Houston,3,0,0.0,--,185lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,3.0,,1.0
Alberto Mina,13,1,0.0,"6'0""",170lbs.,"77""",Orthodox,"May02,1982",3.23,38%,3.7,47%,1.85,20%,50%,0.0,06-15-2023,05-12-2018,14.0,42.0,0.9285714285714286
Naoya Ogawa,7,2,0.0,"6'4""",255lbs.,--,Orthodox,"Mar31,1968",2.41,42%,1.66,47%,1.25,100%,66%,1.2,06-15-2023,12-31-2005,9.0,56.0,0.7777777777777778
Pablo Alfonso,9,7,0.0,"5'8""",145lbs.,--,,"May09,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-30-2010,16.0,41.0,0.5625
Angel De Anda,18,6,0.0,"5'9""",225lbs.,--,Orthodox,"May28,1985",5.68,46%,6.32,47%,0.0,0%,0%,0.0,06-15-2023,07-18-2017,24.0,39.0,0.75
Anthony Perosh,15,10,0.0,"6'3""",205lbs.,"75""",Orthodox,"Oct05,1972",2.27,43%,3.77,53%,2.03,22%,33%,1.1,06-15-2023,11-14-2015,25.0,52.0,0.6
Tim Means,32,15,0.0,"6'2""",170lbs.,"75""",Orthodox,"Feb20,1984",4.93,47%,3.61,60%,1.21,44%,65%,0.2,06-15-2023,05-13-2023,47.0,40.0,0.6808510638297872
Israel Giron,19,5,0.0,"5'8""",155lbs.,--,,"Jan16,1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,24.0,50.0,0.7916666666666666
James Zikic,21,10,2.0,"6'2""",205lbs.,--,Orthodox,"Mar01,1977",1.47,35%,1.6,44%,0.5,25%,74%,0.5,06-15-2023,09-22-2007,33.0,47.0,0.6363636363636364
Hector Urbina,17,10,1.0,"5'11""",170lbs.,"73""",Orthodox,"Sep17,1987",0.97,38%,2.44,39%,0.0,0%,38%,3.8,06-15-2023,09-24-2016,28.0,37.0,0.6071428571428571
Vince Murdock,12,4,0.0,"5'6""",145lbs.,"64""",Orthodox,"Mar21,1991",1.21,21%,7.17,40%,0.0,0%,0%,0.0,06-15-2023,11-04-2020,16.0,33.0,0.75
Michael Chandler,23,8,0.0,"5'8""",155lbs.,"71""",Orthodox,"Apr24,1986",4.89,46%,4.58,46%,2.17,38%,71%,0.9,06-15-2023,11-12-2022,31.0,38.0,0.7419354838709677
Zak Cummings,25,7,0.0,"6'0""",205lbs.,"75""",Southpaw,"Aug02,1984",2.96,35%,2.91,55%,0.62,28%,66%,0.6,06-15-2023,04-15-2023,32.0,40.0,0.78125
Ty Flores,7,3,0.0,"6'3""",205lbs.,"73""",Switch,"Dec22,1993",2.0,37%,7.8,25%,1.0,9%,0%,0.0,06-15-2023,08-04-2020,10.0,30.0,0.7
Craig Oxley,0,3,0.0,"5'9""",155lbs.,--,,"Feb14,1973",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-30-2010,3.0,51.0,0.0
Vitor Miranda,12,5,0.0,"6'1""",185lbs.,"77""",Orthodox,"Mar10,1979",2.98,45%,2.95,58%,0.95,55%,50%,0.2,06-15-2023,07-22-2018,17.0,45.0,0.7058823529411765
Chas Skelly,19,3,0.0,"5'11""",145lbs.,"72""",Orthodox,"May11,1985",2.01,40%,3.21,49%,1.74,34%,39%,2.3,06-15-2023,02-19-2022,22.0,39.0,0.8636363636363636
Bolaji Oki,7,1,0.0,--,155lbs.,--,,"Nov15,1995",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,8.0,29.0,0.875
Domingo Pilarte,8,3,0.0,"6'0""",135lbs.,"73""",Southpaw,"Jan05,1990",1.31,47%,2.96,40%,1.2,42%,54%,0.8,06-15-2023,08-21-2021,11.0,34.0,0.7272727272727273
Yuhi Sano,0,4,0.0,"5'11""",243lbs.,--,Orthodox,"Feb02,1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-04-2000,4.0,59.0,0.0
Alexandre Franca Nogueira,18,6,3.0,"5'7""",145lbs.,--,Orthodox,"Jan15,1978",0.6,20%,4.18,57%,0.0,0%,0%,0.0,06-15-2023,06-01-2008,27.0,46.0,0.6666666666666666
Luke Jumeau,13,5,0.0,"5'11""",170lbs.,"72""",Orthodox,"Feb12,1988",2.93,43%,3.17,58%,0.25,100%,86%,0.0,06-15-2023,10-05-2019,18.0,36.0,0.7222222222222222
Alexis Davis,21,11,0.0,"5'6""",135lbs.,"68""",Orthodox,"Oct04,1984",4.63,49%,4.45,54%,0.95,44%,34%,0.7,06-15-2023,02-05-2022,32.0,40.0,0.65625
Stephen Banaszak,5,5,0.0,"6'0""",145lbs.,--,,"Dec07,1990",4.2,47%,1.15,66%,0.0,0%,100%,1.9,06-15-2023,,10.0,33.0,0.5
Ryan LaFlare,14,3,0.0,"6'1""",170lbs.,"74""",Southpaw,"Oct01,1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2,06-15-2023,10-06-2018,17.0,41.0,0.8235294117647058
Eldari Kurtanidze,0,1,0.0,"5'6""",235lbs.,--,Orthodox,"Apr16,1972",0.47,20%,3.72,60%,0.0,0%,0%,0.0,06-15-2023,12-31-2006,1.0,52.0,0.0
Mikey Burnett,5,2,0.0,"5'6""",170lbs.,--,Orthodox,"Apr12,1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-08-1999,7.0,50.0,0.7142857142857143
Jai Herbert,12,4,1.0,"6'1""",155lbs.,"77""",Orthodox,"May13,1988",2.55,42%,2.92,45%,0.25,25%,52%,0.0,06-15-2023,,17.0,36.0,0.7058823529411765
Dan Lauzon,17,6,0.0,"5'10""",155lbs.,--,Orthodox,"Mar30,1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7,06-15-2023,05-29-2010,23.0,36.0,0.7391304347826086
CJ Marsh,5,7,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,12.0,,0.4166666666666667
Emiliano Sordi,16,7,0.0,"6'2""",205lbs.,--,Orthodox,"Feb15,1991",4.79,50%,4.79,48%,0.0,0%,100%,8.3,06-15-2023,06-19-2018,23.0,33.0,0.6956521739130435
Marilia Santos,10,3,0.0,"5'4""",125lbs.,--,Orthodox,"Dec12,1992",4.4,54%,4.07,53%,1.0,100%,66%,1.0,06-15-2023,08-06-2019,13.0,31.0,0.7692307692307693
Shane Young,13,7,0.0,"5'8""",145lbs.,"72""",Orthodox,"Jul31,1993",5.24,40%,5.51,52%,0.63,18%,65%,0.0,06-15-2023,02-11-2023,20.0,31.0,0.65
Tobias Harila,12,3,0.0,--,--,--,,"Jan13,1994",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,15.0,30.0,0.8
Lazar Stojadinovic,12,5,0.0,"5'7""",145lbs.,"68""",Southpaw,"Mar22,1989",1.82,29%,1.97,59%,0.0,0%,0%,0.0,06-15-2023,07-18-2017,17.0,35.0,0.7058823529411765
Chris Honeycutt,9,1,0.0,"5'10""",170lbs.,"73""",,"Jul25,1988",2.99,44%,1.41,66%,3.4,45%,75%,0.0,06-15-2023,,10.0,36.0,0.9
Jose Augusto,6,2,0.0,"6'3""",251lbs.,--,,"Mar28,1992",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,8.0,32.0,0.75
Tom Lawlor,10,6,0.0,"6'0""",205lbs.,"74""",Southpaw,"May15,1983",2.5,42%,2.41,60%,2.46,32%,57%,1.4,06-15-2023,03-05-2016,16.0,41.0,0.625
Paige VanZant,8,5,0.0,"5'4""",115lbs.,"65""",Orthodox,"Mar26,1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0,06-15-2023,07-11-2020,13.0,30.0,0.6153846153846154
Brad Gumm,10,6,0.0,"5'11""",170lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-22-2000,16.0,,0.625
Jalin Turner,13,6,0.0,"6'3""",155lbs.,"77""",Southpaw,"May18,1995",5.63,46%,3.79,43%,0.89,66%,74%,1.6,06-15-2023,,19.0,29.0,0.6842105263157895
Harry Moskowitz,6,12,0.0,"6'5""",275lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-15-1998,18.0,,0.3333333333333333
Wellington Turman,18,6,0.0,"6'0""",170lbs.,"72""",Orthodox,"Jul22,1996",2.92,49%,3.79,44%,1.79,21%,50%,1.0,06-15-2023,,24.0,28.0,0.75
Patrik White,9,2,0.0,"6'0""",155lbs.,"72""",Orthodox,"Jun11,1993",9.77,49%,6.28,60%,0.0,0%,50%,0.0,06-15-2023,10-05-2021,11.0,31.0,0.8181818181818182
Krzysztof Jotko,24,6,0.0,"6'1""",185lbs.,"77""",Southpaw,"Aug19,1989",2.98,42%,2.23,57%,1.33,39%,82%,0.1,06-15-2023,10-01-2022,30.0,35.0,0.8
Lyman Good,21,6,0.0,"6'0""",170lbs.,"74""",Orthodox,"May26,1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0,06-15-2023,06-20-2020,27.0,39.0,0.7777777777777778
Loma Lookboonmee,8,3,0.0,"5'1""",115lbs.,"61""",Orthodox,"Jan18,1996",4.14,58%,2.58,52%,2.04,50%,74%,0.2,06-15-2023,02-11-2023,11.0,28.0,0.7272727272727273
Jhonata Silva,8,1,0.0,--,125lbs.,--,,"Apr24,1997",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,9.0,27.0,0.8888888888888888
Branko Cikatic,0,2,0.0,"6'1""",215lbs.,--,Orthodox,"Oct03,1954",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-12-1999,2.0,70.0,0.0
Sedriques Dumas,7,1,0.0,"6'2""",185lbs.,"79""",Orthodox,"Aug06,1995",2.5,46%,3.87,46%,1.71,50%,0%,1.7,06-15-2023,,8.0,29.0,0.875
Maiju Kujala,6,3,0.0,--,135lbs.,--,,--,2.5,40%,5.5,36%,0.0,0%,50%,0.0,06-15-2023,08-13-2010,9.0,,0.6666666666666666
Wesley Correira,20,16,0.0,"6'3""",260lbs.,--,Orthodox,"Nov11,1978",2.6,36%,8.8,40%,0.0,0%,90%,0.0,06-15-2023,02-10-2007,36.0,46.0,0.5555555555555556
Jinensibieke Asikeerbai,36,11,0.0,"5'6""",155lbs.,"69""",Orthodox,"Jul10,1988",2.0,50%,10.0,0%,0.0,0%,0%,0.0,06-15-2023,06-10-2022,47.0,36.0,0.7659574468085106
Anthony Christodoulou,12,7,0.0,"5'9""",155lbs.,--,Orthodox,"Jul30,1987",2.19,26%,5.9,45%,0.0,0%,40%,0.0,06-15-2023,08-08-2015,19.0,37.0,0.631578947368421
Herbert Burns,11,4,0.0,"5'9""",145lbs.,"73""",Orthodox,"Feb02,1988",1.61,51%,4.74,30%,3.92,75%,60%,3.3,06-15-2023,07-16-2022,15.0,36.0,0.7333333333333333
Jennifer Gonzalez,13,5,0.0,"5'2""",125lbs.,--,,"Mar22,1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,18.0,38.0,0.7222222222222222
Jake Rosholt,12,5,0.0,"6'1""",185lbs.,--,Orthodox,"Feb09,1982",2.68,53%,2.33,49%,6.51,68%,0%,1.8,06-15-2023,11-21-2009,17.0,42.0,0.7058823529411765
Tamires Vidal,7,1,0.0,"5'6""",135lbs.,"68""",Orthodox,"Jul27,1998",5.48,58%,4.19,7%,0.0,0%,0%,0.0,06-15-2023,11-05-2022,8.0,26.0,0.875
Diego Saraiva,22,20,1.0,"5'6""",155lbs.,--,Orthodox,"Apr23,1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7,06-15-2023,09-22-2007,43.0,42.0,0.5116279069767442
Sherron Leggett,21,6,0.0,"5'8""",155lbs.,--,Southpaw,"Oct27,1978",2.86,51%,2.08,47%,5.19,80%,33%,0.0,06-15-2023,08-05-2007,27.0,46.0,0.7777777777777778
Ross Pearson,20,16,0.0,"5'8""",155lbs.,"69""",Orthodox,"Sep26,1984",3.68,40%,4.09,62%,0.74,35%,75%,0.0,06-15-2023,03-30-2019,36.0,40.0,0.5555555555555556
Carlos Eduardo Rocha,9,4,0.0,"5'10""",170lbs.,"73""",Orthodox,"Jul12,1981",1.24,34%,1.85,55%,0.0,0%,52%,1.4,06-15-2023,06-08-2012,13.0,43.0,0.6923076923076923
Daiju Takase,12,15,2.0,"6'0""",170lbs.,--,Southpaw,"Apr20,1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2,06-15-2023,04-03-2005,29.0,46.0,0.41379310344827586
Rulon Gardner,1,0,0.0,"6'3""",265lbs.,--,Orthodox,"Aug16,1971",2.05,25%,1.45,60%,0.75,100%,100%,0.0,06-15-2023,12-31-2004,1.0,53.0,1.0
Carlo Prater,31,18,1.0,"5'11""",155lbs.,"72""",Switch,"Jun25,1981",2.03,47%,4.07,35%,0.43,9%,57%,1.7,06-15-2023,10-05-2012,50.0,43.0,0.62
David Heath,18,7,0.0,"5'11""",205lbs.,"72""",Orthodox,"Feb10,1976",1.48,30%,5.16,49%,0.33,50%,57%,1.0,06-15-2023,02-02-2008,25.0,48.0,0.72
Izabela Badurek,6,3,0.0,"5'5""",115lbs.,--,Orthodox,"Jul11,1991",3.74,71%,4.9,32%,1.75,12%,100%,0.0,06-15-2023,04-11-2015,9.0,33.0,0.6666666666666666
Salvador Becerra,5,2,0.0,"5'9""",155lbs.,--,,--,4.57,31%,3.83,58%,0.0,0%,66%,0.0,06-15-2023,,7.0,,0.7142857142857143
Jeremiah Labiano,11,5,0.0,"5'10""",135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,16.0,,0.6875
Chad W. Saunders,7,2,0.0,"5'10""",170lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-23-2002,9.0,,0.7777777777777778
Fabio Aguiar,17,1,0.0,"6'0""",185lbs.,--,,"Feb10,1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,18.0,36.0,0.9444444444444444
